USD,GBP,EUR,Date,Year
74.844,107.365,95.031,2008-11-04,2008
74.843,107.853,96.537,2008-11-05,2008
74.841,106.634,96.165,2008-11-06,2008
74.834,106.754,,2008-11-10,2008
74.835,106.427,95.078,2008-11-12,2008
74.836,107.881,95.4,2008-11-13,2008
74.836,104.283,94.979,2008-11-14,2008
75207,104.351,94.896,2008-11-20,2008
74.837,104.004,95.859,2008-11-21,2008
75.213,105.877,95.932,2008-11-24,2008
74.841,106.793,96.536,2008-11-25,2008
74.842,99.384,96.523,2008-11-26,2008
74.842,105.129,97.654,2008-11-27,2008
74.831,105.129,98.518,2008-12-02,2008
75.216,109.084,92.384,2008-12-03,2008
75.216,108.904,98.736,2008-12-04,2008
74.847,110.137,98.736,2008-12-05,2008
75.22,110.529,102.582,2008-12-08,2008
74.847,109.305,101.403,2008-12-09,2008
74.849,107.912,101.656,2008-12-10,2008
75.209,107.945,102.422,2008-12-11,2008
75.147,107.979,101.946,2008-12-16,2008
75.193,109.688,,2008-12-17,2008
74.977,112.003,99.93,2008-12-19,2008
74.998,112.887,99.961,2008-12-23,2008
74.995,111.355,99.821,2008-12-24,2008
74.959,111.903,100.141,2009-01-06,2009
74.959,112.156,101.371,2009-01-07,2009
74.955,112.574,102.31,2009-01-08,2009
74.971,114.25,100.429,2009-01-09,2009
74.956,116.654,100.732,2009-01-12,2009
74.952,118.131,101.127,2009-01-13,2009
74.923,114.318,101.458,2009-01-14,2009
74.933,112.615,102.228,2009-01-15,2009
74.954,113.539,102.696,2009-01-16,2009
74.942,112.336,104.007,2009-01-19,2009
74.969,112.856,100.652,2009-01-20,2009
74.953,114.315,100.127,2009-01-21,2009
308.867,114.315,100.639,2009-01-22,2009
74.951,113.872,100.919,2009-01-23,2009
74.942,113.872,101.02,2009-01-26,2009
74.946,114.493,102.875,2009-01-27,2009
74.946,116.309,102.875,2009-01-28,2009
74.902,116.829,101.423,2009-01-29,2009
74.944,116.837,101.423,2009-02-02,2009
74.934,116.984,102.51,2009-02-03,2009
74.943,116.868,103.736,2009-02-05,2009
74.961,117.489,103.534,2009-02-06,2009
74.947,118.296,103.263,2009-02-09,2009
74.955,117.497,104.272,2009-02-10,2009
74.966,117.504,104.714,2009-02-11,2009
74.974,118.366,105.793,2009-02-12,2009
74.996,117.893,105.855,2009-02-13,2009
74.996,120.011,105.467,2009-02-16,2009
75.056,121.377,105.451,2009-02-17,2009
75.076,121.866,105.436,2009-02-18,2009
75.162,123.294,104.481,2009-02-19,2009
75.383,123.667,105.397,2009-02-20,2009
75.557,124.024,106.934,2009-02-23,2009
75.547,124.024,106.848,2009-02-25,2009
75.502,124.684,108.672,2009-02-26,2009
75.524,128.401,108.517,2009-02-27,2009
74.944,128.238,108.393,2009-03-02,2009
75.543,125.925,108.393,2009-03-03,2009
75.547,125.925,108.641,2009-03-04,2009
75.572,123.659,110.923,2009-03-05,2009
75.56,125.545,110.395,2009-03-06,2009
75.563,127.478,110.023,2009-03-10,2009
75.573,127.99,110.023,2009-03-11,2009
75.573,127.268,107.617,2009-03-12,2009
75.568,127.121,108.176,2009-03-13,2009
75.583,127.229,109.34,2009-03-16,2009
75.574,126.15,108.99,2009-03-17,2009
71.361,126.919,108.602,2009-03-18,2009
75.211,127.299,107.469,2009-03-19,2009
75.211,127.392,107.57,2009-03-20,2009
75.086,126.795,107.578,2009-03-23,2009
75.086,128.029,108.447,2009-03-24,2009
75.123,126.414,108.028,2009-03-25,2009
75.133,127.912,107.873,2009-03-26,2009
75.17,128.494,108.711,2009-03-27,2009
75.616,127.532,108.789,2009-03-30,2009
75.3,128.168,108.051,2009-03-31,2009
75.323,127.043,109.316,2009-04-01,2009
75.331,126.733,109.231,2009-04-02,2009
75.47,125.739,108.765,2009-04-03,2009
75.616,125.304,109.79,2009-04-06,2009
75.662,125.103,108.773,2009-04-07,2009
75.773,125.84,108.657,2009-04-08,2009
75.944,125.499,108.098,2009-04-09,2009
76.219,125.056,108.315,2009-04-13,2009
76.347,126.445,108.051,2009-04-14,2009
76.869,126.445,108.339,2009-04-15,2009
77.889,127.454,108.067,2009-04-16,2009
78.954,126.593,108.269,2009-04-17,2009
77.164,128.114,108.478,2009-04-20,2009
77.612,127.416,108.478,2009-04-21,2009
77.612,126.709,109.549,2009-04-22,2009
77.612,128.642,109.51,2009-04-23,2009
77.612,127.447,110.473,2009-04-24,2009
77.612,127.982,110.341,2009-04-27,2009
77.612,127.641,110.046,2009-04-28,2009
77.612,127.439,110.845,2009-04-29,2009
77.612,127.936,110.426,2009-04-30,2009
77.612,128.603,110.519,2009-05-04,2009
77.612,131.071,109.953,2009-05-05,2009
77.612,131.381,109.239,2009-05-06,2009
77.612,131.591,108.874,2009-05-07,2009
77.612,130.799,109.976,2009-05-08,2009
77.612,129.744,111.777,2009-05-11,2009
77.612,128.587,111.722,2009-05-12,2009
77.612,127.866,111.552,2009-05-13,2009
77.612,127.866,111.598,2009-05-14,2009
77.612,128.634,110.481,2009-05-15,2009
77.612,128.719,109.945,2009-05-18,2009
77.612,126.639,109.588,2009-05-19,2009
77.612,128.238,109.588,2009-05-20,2009
77.612,127.563,110.869,2009-05-21,2009
77.612,128.114,110.752,2009-05-22,2009
77.612,128.471,109.316,2009-05-26,2009
77.612,127.928,109.557,2009-05-27,2009
77.612,127.245,109.72,2009-05-28,2009
77.612,125.863,110.558,2009-05-29,2009
77.612,125.553,111.133,2009-06-02,2009
77.612,126.756,111.249,2009-06-03,2009
77.612,126.313,111.226,2009-06-04,2009
77.612,125.863,110.465,2009-06-05,2009
77.612,125.778,110.473,2009-06-08,2009
77.612,126.934,111.567,2009-06-09,2009
77.612,126.57,111.241,2009-06-10,2009
77.612,127.175,111.07,2009-06-11,2009
77.612,127.175,110.178,2009-06-12,2009
77.612,127.726,110.698,2009-06-15,2009
77.612,128.114,110.333,2009-06-16,2009
77.612,129.565,111.264,2009-06-17,2009
77.612,128.704,111.264,2009-06-18,2009
77.612,127.842,112.336,2009-06-19,2009
77.612,127.811,113.034,2009-06-22,2009
77.612,127.811,113.275,2009-06-23,2009
77.612,125.592,113.368,2009-06-24,2009
77.612,126.95,113.383,2009-06-25,2009
77.612,127.253,113.888,2009-06-26,2009
77.612,125.32,113.888,2009-06-29,2009
77.612,124.001,113.694,2009-06-30,2009
77.612,123.271,114.726,2009-07-01,2009
77.612,123.853,114.547,2009-07-02,2009
77.612,123.954,114.555,2009-07-03,2009
77.612,123.954,113.795,2009-07-06,2009
77.612,132.702,113.779,2009-07-07,2009
77.612,134.92,113.042,2009-07-08,2009
77.612,134.64,113.29,2009-07-09,2009
77.612,135.708,112.887,2009-07-10,2009
77.612,137.339,121.897,2009-07-13,2009
77.612,136.123,123.77,2009-07-14,2009
77.612,135.13,124.651,2009-07-15,2009
77.612,135.266,125.401,2009-07-16,2009
77.612,135.244,125.87,2009-07-17,2009
77.612,137.919,125.982,2009-07-20,2009
77.612,139.121,126.301,2009-07-21,2009
77.612,138.634,126.669,2009-07-22,2009
77.612,139.875,126.43,2009-07-23,2009
77.612,141.021,126.643,2009-07-24,2009
77.612,140.8,126.591,2009-07-27,2009
77.612,138.047,126.695,2009-07-28,2009
77.612,137.435,127.061,2009-07-29,2009
77.612,137.343,127.231,2009-07-30,2009
77.612,137.953,127.332,2009-07-31,2009
77.612,139.443,126.732,2009-08-03,2009
77.612,139.337,126.333,2009-08-04,2009
77.612,137.7,124.625,2009-08-05,2009
77.612,140.161,124.652,2009-08-06,2009
77.612,139.856,124.417,2009-08-07,2009
77.612,140.922,124.772,2009-08-10,2009
77.612,143.864,123.625,2009-08-11,2009
77.612,142.736,125.543,2009-08-12,2009
77.612,141.54,125.678,2009-08-13,2009
77.612,143.569,126.507,2009-08-14,2009
77.612,144.421,128.163,2009-08-17,2009
77.612,145.008,127.839,2009-08-18,2009
77.612,145.451,127.574,2009-08-19,2009
77.612,144.058,128.06,2009-08-20,2009
77.612,143.094,129.194,2009-08-21,2009
77.612,145.051,128.417,2009-08-24,2009
77.612,144.536,128.9,2009-08-25,2009
77.612,146.558,128.848,2009-08-26,2009
77.612,145.181,128.849,2009-08-27,2009
77.612,143.636,130.663,2009-08-28,2009
77.612,144.717,130.584,2009-08-31,2009
77.612,144.734,132.258,2009-09-01,2009
77.612,145.986,132.205,2009-09-02,2009
77.612,146.611,130.723,2009-09-03,2009
77.612,146.573,132.018,2009-09-04,2009
77.612,145.886,132.141,2009-09-07,2009
77.612,144.824,132.871,2009-09-08,2009
77.612,144.833,133.241,2009-09-09,2009
77.612,143.763,133.198,2009-09-10,2009
77.612,144.215,131.722,2009-09-11,2009
77.612,143.861,131.173,2009-09-14,2009
77.612,143.826,131.182,2009-09-15,2009
77.612,143.985,130.288,2009-09-16,2009
77.612,143.605,130.362,2009-09-18,2009
77.612,143.32,129.766,2009-09-21,2009
77.612,142.763,128.89,2009-09-22,2009
77.612,141.983,128.791,2009-09-23,2009
77.612,141.604,127.463,2009-09-24,2009
77.612,141.977,127.381,2009-09-25,2009
77.612,141.906,127.257,2009-09-28,2009
77.612,142.52,126.814,2009-09-29,2009
77.612,141.771,126.511,2009-09-30,2009
77.612,143.715,127.425,2009-10-01,2009
77.612,143.349,127.918,2009-10-02,2009
83.502,142.89,128.211,2009-10-05,2009
84.658,142.89,127.878,2009-10-06,2009
84.658,143.142,128.725,2009-10-07,2009
85.399,143.994,128.618,2009-10-08,2009
85.399,144.111,127.855,2009-10-09,2009
85.51,145.202,127.855,2009-10-12,2009
85.466,145.847,127.904,2009-10-13,2009
85.466,146.491,129.839,2009-10-14,2009
84.91,146.249,129.687,2009-10-15,2009
84.91,146.429,129.816,2009-10-16,2009
85.006,146.523,130.031,2009-10-19,2009
84.973,145.401,129.309,2009-10-20,2009
84.973,145.666,128.861,2009-10-21,2009
84.917,144.946,128.019,2009-10-22,2009
84.917,144.748,128.101,2009-10-23,2009
84.443,144.986,126.459,2009-10-26,2009
84.11,145.921,127.044,2009-10-27,2009
84.11,144.999,127.167,2009-10-28,2009
84.179,143.596,126.574,2009-10-29,2009
84.179,143.48,126.395,2009-10-30,2009
84.334,144.013,125.874,2009-11-03,2009
84.334,140.486,125.42,2009-11-04,2009
84.643,140.356,124.943,2009-11-05,2009
84.643,140.653,125.472,2009-11-06,2009
85.196,140.602,125.993,2009-11-09,2009
85.471,140.692,122.805,2009-11-10,2009
85.471,141.412,123.039,2009-11-12,2009
85.471,141.215,123.588,2009-11-13,2009
86.108,142.067,123.721,2009-11-16,2009
86.325,140.329,123.523,2009-11-17,2009
86.325,138.437,122.584,2009-11-18,2009
86.521,139.402,122.465,2009-11-19,2009
86.521,138.978,123.449,2009-11-20,2009
86.808,139.173,122.306,2009-11-23,2009
87.254,137.992,121.486,2009-11-24,2009
87.254,136.792,122.681,2009-11-25,2009
87.733,136.621,122.771,2009-11-26,2009
87.733,134.303,122.075,2009-11-27,2009
87.728,135.325,121.579,2009-11-30,2009
87.942,135.767,122.356,2009-12-01,2009
87.942,135.822,122.798,2009-12-02,2009
88.14,135.289,121.915,2009-12-03,2009
88.14,134.458,122.774,2009-12-04,2009
88.286,135.524,123.189,2009-12-07,2009
88.469,136.309,122.797,2009-12-08,2009
88.469,136.952,122.879,2009-12-09,2009
88.475,135.983,122.635,2009-12-10,2009
88.475,139.973,123.303,2009-12-11,2009
88.513,139.161,124.014,2009-12-14,2009
88.535,139.08,124.331,2009-12-15,2009
88.535,137.428,123.842,2009-12-16,2009
88.546,137.713,125.67,2009-12-17,2009
88.54,137.935,124.558,2009-12-18,2009
88.551,137.392,124.665,2009-12-21,2009
88.656,137.305,124.084,2009-12-22,2009
88.656,138.722,124.093,2009-12-23,2009
88.73,139.704,123.553,2009-12-24,2009
88.73,140.998,122.817,2009-12-28,2009
88.93,141.37,123.602,2009-12-29,2009
88.93,140.719,124.809,2009-12-30,2009
89.175,141.714,124.846,2009-12-31,2009
89.175,141.687,125.222,2010-01-05,2010
89.175,143.516,125.389,2010-01-06,2010
89.39,143.885,124.636,2010-01-07,2010
89.39,143.885,124.367,2010-01-08,2010
89.481,144.806,124.359,2010-01-11,2010
89.532,145.388,125.403,2010-01-12,2010
89.532,144.622,125.725,2010-01-13,2010
89.552,142.689,125.725,2010-01-14,2010
89.559,144.545,128.088,2010-01-15,2010
89.63,143.963,127.741,2010-01-18,2010
89.63,143.659,127.09,2010-01-19,2010
89.674,144.484,125.963,2010-01-20,2010
89.732,143.486,126.638,2010-01-21,2010
89.732,141.686,125.72,2010-01-22,2010
89.79,141.481,123.931,2010-01-25,2010
89.839,143.148,124.812,2010-01-26,2010
89.839,141.439,124.644,2010-01-27,2010
89.897,141.141,122.821,2010-01-28,2010
89.897,140.631,123.027,2010-01-29,2010
89.939,139.564,123.855,2010-02-01,2010
89.939,135.779,122.864,2010-02-02,2010
89.95,138.25,122.195,2010-02-03,2010
89.963,137.223,120.324,2010-02-05,2010
89.98,138.763,118.552,2010-02-08,2010
90.007,137.331,117.478,2010-02-09,2010
90.007,134.38,120.803,2010-02-10,2010
90.031,132.906,117.456,2010-02-11,2010
90.031,134.024,117.421,2010-02-12,2010
90.043,132.71,116.913,2010-02-15,2010
90.055,132.442,115.785,2010-02-17,2010
90.07,133.021,113.433,2010-02-18,2010
90.07,133.378,114.828,2010-02-19,2010
90.07,132.837,113.775,2010-02-22,2010
90.094,133.733,114.375,2010-02-23,2010
90.094,134.149,115.907,2010-02-24,2010
90.132,133.955,114.861,2010-02-25,2010
90.132,136.304,113.728,2010-02-26,2010
90.167,135.731,113.257,2010-03-01,2010
90.167,135.093,113.961,2010-03-02,2010
90.167,133.212,113.668,2010-03-03,2010
90.229,133.636,113.016,2010-03-04,2010
90.229,133.592,113.431,2010-03-05,2010
90.325,134.728,112.479,2010-03-09,2010
90.325,136.058,110.108,2010-03-10,2010
90.325,135.394,110.292,2010-03-11,2010
90.325,136.252,110.359,2010-03-12,2010
90.541,136.334,110.996,2010-03-15,2010
90.541,135.466,112.021,2010-03-16,2010
90.541,137.25,112.492,2010-03-17,2010
91.158,137.396,112.613,2010-03-18,2010
91.158,136.269,113.387,2010-03-19,2010
91.524,137.324,113.295,2010-03-22,2010
91.839,137.942,114.432,2010-03-23,2010
91.839,137.541,114.745,2010-03-24,2010
92.074,138.965,113.747,2010-03-25,2010
92.074,138.983,113.421,2010-03-26,2010
92.337,138.928,113.642,2010-03-29,2010
92.629,137.58,113.633,2010-03-30,2010
92.629,140.097,114.18,2010-03-31,2010
92.964,140.025,112.527,2010-04-01,2010
92.964,140.164,112.786,2010-04-06,2010
92.964,139.343,112.758,2010-04-07,2010
92.964,139.906,115.49,2010-04-08,2010
93.363,140.164,115.832,2010-04-09,2010
93.654,138.945,116.21,2010-04-12,2010
93.895,138.594,116.091,2010-04-13,2010
93.895,140.959,116.886,2010-04-14,2010
93.92,141.005,116.917,2010-04-15,2010
93.92,142.501,116.054,2010-04-16,2010
93.904,140.867,115.999,2010-04-19,2010
93.751,141.116,117.56,2010-04-20,2010
93.751,141.088,117.467,2010-04-21,2010
93.653,140.423,119.425,2010-04-22,2010
88.546,142.049,119.453,2010-04-23,2010
93.413,142.861,119.794,2010-04-26,2010
93.276,142.815,118.816,2010-04-27,2010
93.276,143.923,118.308,2010-04-28,2010
93.251,144.329,119.591,2010-04-29,2010
93.251,144.311,119.333,2010-04-30,2010
93.159,145.77,119.841,2010-05-03,2010
92.966,147.192,120.201,2010-05-04,2010
92.966,147.1,120.293,2010-05-05,2010
92.771,146.37,120.505,2010-05-06,2010
92.771,146.841,120.598,2010-05-07,2010
92.568,147.284,122.057,2010-05-10,2010
92.456,145.992,121.826,2010-05-11,2010
92.456,145.604,121.438,2010-05-12,2010
92.429,144.8,121.798,2010-05-13,2010
92.429,144.477,122.722,2010-05-14,2010
92.377,143.951,121.632,2010-05-17,2010
92.38,144.256,120.709,2010-05-18,2010
92.38,142.882,119.305,2010-05-19,2010
92.365,143.02,118.982,2010-05-20,2010
92.365,142.293,118.335,2010-05-21,2010
92.356,142.199,118.732,2010-05-24,2010
92.354,140.455,118.316,2010-05-26,2010
92.357,139.848,117.754,2010-05-27,2010
92.357,141.256,116.951,2010-05-28,2010
92.351,139.508,115.894,2010-05-31,2010
92.338,139.763,115.209,2010-06-02,2010
92.341,138.524,114.873,2010-06-03,2010
92.341,138.404,115.59,2010-06-04,2010
92.34,138.188,114.418,2010-06-07,2010
92.341,138.713,114.334,2010-06-08,2010
92.341,138.62,113.966,2010-06-09,2010
92.343,138.746,114.39,2010-06-10,2010
92.343,139.394,114.83,2010-06-11,2010
92.343,139.159,115.31,2010-06-14,2010
92.343,139.794,116.149,2010-06-15,2010
92.343,140.489,115.275,2010-06-16,2010
92.342,140.226,114.494,2010-06-17,2010
92.342,140.931,114.413,2010-06-18,2010
92.343,142.152,115.146,2010-06-21,2010
92.342,142.909,116.531,2010-06-22,2010
92.342,142.206,117.167,2010-06-23,2010
92.325,143.317,118.317,2010-06-24,2010
92.325,142.961,118.49,2010-06-25,2010
92.309,143.397,119.764,2010-06-28,2010
92.342,144.781,119.316,2010-06-29,2010
92.342,144.79,121.628,2010-06-30,2010
92.342,144.86,122.176,2010-07-01,2010
92.342,145.153,121.793,2010-07-02,2010
92.333,144.516,123.218,2010-07-05,2010
92.34,144.918,122.797,2010-07-06,2010
92.34,145.643,124.677,2010-07-07,2010
92.341,145.965,124.622,2010-07-08,2010
92.341,145.956,125.457,2010-07-09,2010
92.323,145.674,125.896,2010-07-12,2010
92.341,146.538,126.419,2010-07-13,2010
92.341,145.848,127.241,2010-07-14,2010
92.341,145.954,128.444,2010-07-15,2010
92.341,147.721,128.029,2010-07-16,2010
92.341,147.759,128.074,2010-07-19,2010
92.341,145.984,126.924,2010-07-20,2010
92.341,145.883,128.758,2010-07-21,2010
92.341,144.965,129.678,2010-07-22,2010
92.341,144.965,129.672,2010-07-23,2010
92.341,144.642,127.548,2010-07-26,2010
92.341,92.452,128.488,2010-07-27,2010
92.341,145.954,127.49,2010-07-28,2010
92.341,146.387,127.49,2010-07-29,2010
92.341,145.971,128.146,2010-07-30,2010
92.341,146.592,128.295,2010-08-02,2010
92.341,147.968,129.081,2010-08-03,2010
92.341,148.528,127.836,2010-08-04,2010
92.341,148.454,127.808,2010-08-05,2010
92.341,149.075,127.462,2010-08-06,2010
92.341,148.714,128.762,2010-08-09,2010
92.341,148.383,129.326,2010-08-10,2010
92.341,147.102,130.164,2010-08-11,2010
92.341,148.049,130.703,2010-08-12,2010
92.341,147.497,128.428,2010-08-13,2010
92.341,146.033,127.903,2010-08-16,2010
92.341,146.88,127.065,2010-08-17,2010
92.341,147.911,125.398,2010-08-18,2010
92.11,147.681,125.039,2010-08-19,2010
92.11,146.595,124.127,2010-08-20,2010
91.683,145.334,125.554,2010-08-23,2010
91.306,145.103,125.931,2010-08-24,2010
91.306,144.599,126.76,2010-08-25,2010
90.852,143.8,124.864,2010-08-26,2010
90.852,143.064,123.225,2010-08-27,2010
90.057,143.325,122.655,2010-08-30,2010
89.793,143.705,122.297,2010-08-31,2010
89.793,143.802,122.041,2010-09-01,2010
89.838,144.581,120.706,2010-09-02,2010
89.838,145.271,119.991,2010-09-03,2010
89.974,144.718,121.006,2010-09-06,2010
90.101,145.685,121.719,2010-09-07,2010
90.101,145.477,122.479,2010-09-08,2010
90.217,145.312,123.049,2010-09-09,2010
90.217,146.233,121.722,2010-09-10,2010
90.452,144.799,122.43,2010-09-13,2010
90.89,143.363,121.889,2010-09-14,2010
90.89,143.829,121.631,2010-09-15,2010
91.111,143.034,123.886,2010-09-16,2010
91.111,143.144,122.524,2010-09-20,2010
91.339,142.633,121.825,2010-09-21,2010
91.339,142.071,122.446,2010-09-22,2010
91.36,142.597,121.195,2010-09-23,2010
91.36,142.598,121.121,2010-09-24,2010
91.429,142.542,120.981,2010-09-27,2010
91.523,142.342,121.055,2010-09-28,2010
91.523,143.405,121.035,2010-09-29,2010
91.573,,121.504,2010-09-30,2010
91.573,143.53,122.067,2010-10-01,2010
91.675,144.434,121.503,2010-10-04,2010
91.761,143.647,122.372,2010-10-05,2010
91.761,143.126,123.433,2010-10-06,2010
91.831,143.917,122.846,2010-10-07,2010
91.831,143.889,122.892,2010-10-08,2010
91.902,144.86,121.66,2010-10-11,2010
91.954,145.841,120.381,2010-10-12,2010
91.954,146.835,119.352,2010-10-13,2010
92.009,147.02,119.639,2010-10-14,2010
92.009,147.854,120.4,2010-10-15,2010
92.09,148.602,121.289,2010-10-18,2010
92.179,148.175,123.787,2010-10-19,2010
92.179,147.913,123.164,2010-10-20,2010
92.27,148.256,123.878,2010-10-21,2010
92.27,148.442,125.044,2010-10-22,2010
92.358,146.841,124.951,2010-10-25,2010
92.452,147.892,125.844,2010-10-26,2010
92.452,147.504,126.197,2010-10-27,2010
92.527,147.506,126.866,2010-10-28,2010
92.527,149.404,127.232,2010-10-29,2010
92.15,150.733,126.999,2010-11-01,2010
92.071,151.174,127.379,2010-11-03,2010
92.047,149.875,126.54,2010-11-04,2010
92.047,149.884,127.721,2010-11-05,2010
92.044,149.587,128.493,2010-11-08,2010
92.043,149.457,128.174,2010-11-09,2010
92.043,149.218,126.207,2010-11-10,2010
92.042,148.926,126.747,2010-11-15,2010
92.042,149.019,126.86,2010-11-16,2010
92.042,150.415,127.083,2010-11-17,2010
92.042,150.415,125.969,2010-11-18,2010
92.042,150.774,125.293,2010-11-19,2010
92.042,150.975,125.525,2010-11-22,2010
92.042,150.259,126.007,2010-11-23,2010
92.042,150.709,126.007,2010-11-24,2010
92.042,150.747,126.132,2010-11-25,2010
92.042,150.07,127.225,2010-11-26,2010
92.042,150.638,126.174,2010-11-29,2010
92.044,151.261,127.517,2010-11-30,2010
92.044,151.197,127.768,2010-12-01,2010
92.046,151.792,128.533,2010-12-02,2010
92.048,151.523,128.645,2010-12-03,2010
92.051,151.32,128.292,2010-12-06,2010
92.054,150.409,128.292,2010-12-07,2010
92.054,150.4,128.99,2010-12-08,2010
92.06,149.284,129.884,2010-12-09,2010
92.06,149.274,130.219,2010-12-10,2010
92.068,149.498,129.364,2010-12-13,2010
92.075,149.703,128.75,2010-12-14,2010
92.075,150.15,128.379,2010-12-15,2010
92.082,149.509,129.635,2010-12-16,2010
92.082,151.053,129.439,2010-12-17,2010
92.092,151.742,129.905,2010-12-20,2010
92.108,151.602,130.296,2010-12-21,2010
92.108,150.513,130.753,2010-12-22,2010
92.134,149.556,131.776,2010-12-23,2010
92.134,148.701,132.427,2010-12-24,2010
92.182,149.157,131.981,2010-12-27,2010
92.314,149.408,131.385,2010-12-28,2010
92.314,149.966,131.675,2010-12-29,2010
92.412,149.111,131.005,2010-12-30,2010
92.412,151.112,131.517,2010-12-31,2010
92.528,151.346,131.126,2011-01-03,2011
92.588,151.97,132.233,2011-01-05,2011
92.616,152.379,131.723,2011-01-06,2011
92.616,152.239,131.965,2011-01-07,2011
92.608,151.672,132.999,2011-01-10,2011
92.557,151.292,132.98,2011-01-11,2011
92.557,152.185,133.939,2011-01-12,2011
92.58,152.083,134.497,2011-01-13,2011
92.58,151.255,134.302,2011-01-14,2011
92.634,151.609,134.87,2011-01-17,2011
92.716,151.787,134.74,2011-01-18,2011
92.716,151.787,134.443,2011-01-19,2011
92.783,153.704,133.355,2011-01-20,2011
92.783,153.409,132.796,2011-01-21,2011
92.881,154.051,134.416,2011-01-24,2011
92.956,154.963,134.416,2011-01-25,2011
92.956,155.085,135.775,2011-01-26,2011
92.938,153.317,135.936,2011-01-27,2011
92.938,153.848,136.522,2011-01-28,2011
92.957,153.82,137.713,2011-01-31,2011
93.017,152.64,138.142,2011-02-01,2011
93.017,152.296,137.481,2011-02-02,2011
93.016,151.979,138.514,2011-02-03,2011
93.001,153.376,138.495,2011-02-07,2011
92.998,151.487,134.906,2011-02-08,2011
92.998,151.395,133.966,2011-02-09,2011
92.992,150.643,133.119,2011-02-10,2011
92.992,151.22,133.948,2011-02-11,2011
92.994,150.81,132.032,2011-02-14,2011
93.009,150.205,133.065,2011-02-15,2011
93.009,151.184,131.28,2011-02-16,2011
93.021,150.188,131.698,2011-02-17,2011
93.021,150.067,132.657,2011-02-18,2011
93.025,151.027,132.601,2011-02-21,2011
93.028,151.511,133.263,2011-02-22,2011
93.028,152.712,130.379,2011-02-23,2011
93.031,153.197,130.825,2011-02-24,2011
93.031,153.867,130.92,2011-02-25,2011
93.032,153.448,131.673,2011-02-28,2011
93.032,151.764,132.157,2011-03-01,2011
93.032,152.073,132.884,2011-03-02,2011
93.033,152.706,133.806,2011-03-03,2011
93.033,152.575,134.345,2011-03-04,2011
93.033,152.335,133.759,2011-03-07,2011
93.034,153.182,134.682,2011-03-09,2011
93.034,151.274,136.059,2011-03-10,2011
93.034,151.425,136.17,2011-03-11,2011
93.035,152.839,136.367,2011-03-14,2011
93.035,152.182,136.256,2011-03-15,2011
93.035,150.423,134.544,2011-03-16,2011
93.035,150.389,133.615,2011-03-17,2011
93.035,150.18,134.564,2011-03-18,2011
93.036,150.934,133.747,2011-03-21,2011
93.036,150.261,131.672,2011-03-22,2011
93.036,148.986,132.727,2011-03-23,2011
93.036,148.537,132.145,2011-03-24,2011
93.036,148.44,133.55,2011-03-25,2011
93.036,148.803,133.9,2011-03-28,2011
93.037,149.017,132.802,2011-03-29,2011
93.037,149.705,132.539,2011-03-30,2011
93.037,148.91,131.808,2011-03-31,2011
93.037,150.102,133.213,2011-04-01,2011
93.038,149.078,134.079,2011-04-05,2011
93.038,148.969,134.972,2011-04-06,2011
93.039,148.643,135.172,2011-04-07,2011
93.039,148.578,135.257,2011-04-08,2011
93.039,148.646,134.773,2011-04-11,2011
93.039,147.315,133.639,2011-04-12,2011
93.039,148.472,133.09,2011-04-13,2011
93.04,149.98,133.463,2011-04-14,2011
93.04,150.043,131.854,2011-04-15,2011
93.04,149.606,129.081,2011-04-18,2011
93.04,149.969,130.926,2011-04-19,2011
93.04,149.57,132.276,2011-04-20,2011
93.041,150.519,131.343,2011-04-21,2011
93.041,151.824,130.599,2011-04-25,2011
93.041,151.371,131.725,2011-04-26,2011
93.043,152.162,131.941,2011-04-27,2011
93.043,152.769,132.713,2011-04-28,2011
93.043,151.987,134.074,2011-04-29,2011
93.044,151.987,133.741,2011-05-03,2011
93.044,152.959,135.072,2011-05-04,2011
93.044,151.609,134.906,2011-05-05,2011
93.044,151.632,133.612,2011-05-06,2011
93.045,152.507,133.612,2011-05-09,2011
93.045,151.302,133.932,2011-05-10,2011
93.045,153.001,132.21,2011-05-11,2011
93.046,152.573,132.27,2011-05-12,2011
93.046,151.33,133.368,2011-05-13,2011
93.046,150.678,131.399,2011-05-16,2011
93.047,151.007,133.777,2011-05-17,2011
93.047,151.532,132.884,2011-05-18,2011
93.047,152.072,133.753,2011-05-19,2011
93.047,153.094,132.673,2011-05-20,2011
93.048,153.727,132.266,2011-05-23,2011
93.048,153.605,133.285,2011-05-24,2011
93.048,153.506,133.871,2011-05-25,2011
93.049,153.692,133.914,2011-05-26,2011
93.049,153.752,134.11,2011-05-27,2011
93.049,152.401,133.093,2011-05-30,2011
93.05,152.111,133.913,2011-05-31,2011
93.05,152.862,134.007,2011-06-01,2011
93.05,152.601,134.203,2011-06-02,2011
93.05,151.777,134.389,2011-06-03,2011
93.051,151.469,134.468,2011-06-06,2011
93.051,151.272,135.516,2011-06-07,2011
93.051,151.026,135.087,2011-06-08,2011
93.052,151.063,134.601,2011-06-09,2011
93.052,149.667,133.509,2011-06-10,2011
93.052,149.021,133.021,2011-06-13,2011
93.053,149.536,132.375,2011-06-14,2011
93.053,148.698,132.843,2011-06-15,2011
93.055,148.66,131.778,2011-06-16,2011
93.055,148.73,131.722,2011-06-17,2011
93.057,148.207,129.812,2011-06-20,2011
93.06,149.338,127.69,2011-06-21,2011
